"","date","borough","syndrome","Ages 0-4 years","Ages 18-64 years","Ages 5-17 years","Ages 65+ years","All age groups","o65","u5","dow","epiyr","jul1.date","day.index"
"8725",2019-05-31,"Citywide","Respiratory",152,519,88,304,1063,304,152,"Friday",2018,2018-07-01,334
"8732",2019-06-01,"Citywide","Respiratory",182,472,89,275,1018,275,182,"Saturday",2018,2018-07-01,335
"8739",2019-06-02,"Citywide","Respiratory",184,429,97,219,929,219,184,"Sunday",2018,2018-07-01,336
"8746",2019-06-03,"Citywide","Respiratory",201,627,97,345,1270,345,201,"Monday",2018,2018-07-01,337
"8753",2019-06-04,"Citywide","Respiratory",165,520,99,291,1075,291,165,"Tuesday",2018,2018-07-01,338
"8760",2019-06-05,"Citywide","Respiratory",177,586,135,286,1184,286,177,"Wednesday",2018,2018-07-01,339
"8767",2019-06-06,"Citywide","Respiratory",170,544,87,276,1077,276,170,"Thursday",2018,2018-07-01,340
"8774",2019-06-07,"Citywide","Respiratory",141,462,97,317,1017,317,141,"Friday",2018,2018-07-01,341
"8781",2019-06-08,"Citywide","Respiratory",164,451,96,213,924,213,164,"Saturday",2018,2018-07-01,342
"8788",2019-06-09,"Citywide","Respiratory",165,456,109,219,949,219,165,"Sunday",2018,2018-07-01,343
"8795",2019-06-10,"Citywide","Respiratory",158,619,108,336,1221,336,158,"Monday",2018,2018-07-01,344
"8802",2019-06-11,"Citywide","Respiratory",132,520,92,299,1043,299,132,"Tuesday",2018,2018-07-01,345
"8809",2019-06-12,"Citywide","Respiratory",160,490,109,286,1045,286,160,"Wednesday",2018,2018-07-01,346
"8816",2019-06-13,"Citywide","Respiratory",156,461,84,263,964,263,156,"Thursday",2018,2018-07-01,347
"8823",2019-06-14,"Citywide","Respiratory",171,483,106,277,1037,277,171,"Friday",2018,2018-07-01,348
"8830",2019-06-15,"Citywide","Respiratory",148,402,81,211,842,211,148,"Saturday",2018,2018-07-01,349
"8837",2019-06-16,"Citywide","Respiratory",155,437,82,235,909,235,155,"Sunday",2018,2018-07-01,350
"8844",2019-06-17,"Citywide","Respiratory",162,572,101,349,1184,349,162,"Monday",2018,2018-07-01,351
"8851",2019-06-18,"Citywide","Respiratory",144,511,96,297,1048,297,144,"Tuesday",2018,2018-07-01,352
"8858",2019-06-19,"Citywide","Respiratory",161,540,101,303,1105,303,161,"Wednesday",2018,2018-07-01,353
"8865",2019-06-20,"Citywide","Respiratory",125,492,85,272,974,272,125,"Thursday",2018,2018-07-01,354
"8872",2019-06-21,"Citywide","Respiratory",128,422,66,275,891,275,128,"Friday",2018,2018-07-01,355
"8879",2019-06-22,"Citywide","Respiratory",137,407,75,210,829,210,137,"Saturday",2018,2018-07-01,356
"8886",2019-06-23,"Citywide","Respiratory",162,401,90,223,876,223,162,"Sunday",2018,2018-07-01,357
"8893",2019-06-24,"Citywide","Respiratory",178,548,112,345,1183,345,178,"Monday",2018,2018-07-01,358
"8900",2019-06-25,"Citywide","Respiratory",138,469,82,266,955,266,138,"Tuesday",2018,2018-07-01,359
"8907",2019-06-26,"Citywide","Respiratory",148,415,79,254,896,254,148,"Wednesday",2018,2018-07-01,360
"8914",2019-06-27,"Citywide","Respiratory",140,447,64,256,907,256,140,"Thursday",2018,2018-07-01,361
"8921",2019-06-28,"Citywide","Respiratory",133,411,91,275,910,275,133,"Friday",2018,2018-07-01,362
"8928",2019-06-29,"Citywide","Respiratory",157,404,67,224,852,224,157,"Saturday",2018,2018-07-01,363
"8935",2019-06-30,"Citywide","Respiratory",167,395,75,230,867,230,167,"Sunday",2018,2018-07-01,364
"8942",2019-07-01,"Citywide","Respiratory",146,514,73,291,1024,291,146,"Monday",2019,2019-07-01,0
"8949",2019-07-02,"Citywide","Respiratory",107,476,73,255,911,255,107,"Tuesday",2019,2019-07-01,1
"8956",2019-07-03,"Citywide","Respiratory",112,430,68,259,869,259,112,"Wednesday",2019,2019-07-01,2
"8963",2019-07-04,"Citywide","Respiratory",109,324,53,179,665,179,109,"Thursday",2019,2019-07-01,3
"8970",2019-07-05,"Citywide","Respiratory",146,487,69,275,977,275,146,"Friday",2019,2019-07-01,4
"8977",2019-07-06,"Citywide","Respiratory",118,417,69,215,819,215,118,"Saturday",2019,2019-07-01,5
"8984",2019-07-07,"Citywide","Respiratory",122,460,69,225,876,225,122,"Sunday",2019,2019-07-01,6
"8991",2019-07-08,"Citywide","Respiratory",148,550,61,280,1039,280,148,"Monday",2019,2019-07-01,7
"8998",2019-07-09,"Citywide","Respiratory",87,502,71,229,889,229,87,"Tuesday",2019,2019-07-01,8
"9005",2019-07-10,"Citywide","Respiratory",122,452,48,262,884,262,122,"Wednesday",2019,2019-07-01,9
"9012",2019-07-11,"Citywide","Respiratory",94,449,43,264,850,264,94,"Thursday",2019,2019-07-01,10
"9019",2019-07-12,"Citywide","Respiratory",88,434,49,246,817,246,88,"Friday",2019,2019-07-01,11
"9026",2019-07-13,"Citywide","Respiratory",93,348,52,185,678,185,93,"Saturday",2019,2019-07-01,12
"9033",2019-07-14,"Citywide","Respiratory",131,388,38,186,743,186,131,"Sunday",2019,2019-07-01,13
"9040",2019-07-15,"Citywide","Respiratory",121,438,70,270,899,270,121,"Monday",2019,2019-07-01,14
"9047",2019-07-16,"Citywide","Respiratory",99,441,58,230,828,230,99,"Tuesday",2019,2019-07-01,15
"9054",2019-07-17,"Citywide","Respiratory",95,419,52,224,790,224,95,"Wednesday",2019,2019-07-01,16
"9061",2019-07-18,"Citywide","Respiratory",91,395,44,241,771,241,91,"Thursday",2019,2019-07-01,17
"9068",2019-07-19,"Citywide","Respiratory",96,391,51,247,785,247,96,"Friday",2019,2019-07-01,18
"9075",2019-07-20,"Citywide","Respiratory",88,375,39,165,667,165,88,"Saturday",2019,2019-07-01,19
"9082",2019-07-21,"Citywide","Respiratory",101,368,51,217,737,217,101,"Sunday",2019,2019-07-01,20
"9089",2019-07-22,"Citywide","Respiratory",106,463,53,269,891,269,106,"Monday",2019,2019-07-01,21
"9096",2019-07-23,"Citywide","Respiratory",109,433,65,211,818,211,109,"Tuesday",2019,2019-07-01,22
"9103",2019-07-24,"Citywide","Respiratory",86,425,69,261,841,261,86,"Wednesday",2019,2019-07-01,23
"9110",2019-07-25,"Citywide","Respiratory",101,392,59,244,796,244,101,"Thursday",2019,2019-07-01,24
"9117",2019-07-26,"Citywide","Respiratory",84,368,41,199,692,199,84,"Friday",2019,2019-07-01,25
"9124",2019-07-27,"Citywide","Respiratory",99,296,51,189,635,189,99,"Saturday",2019,2019-07-01,26
"9131",2019-07-28,"Citywide","Respiratory",125,332,73,167,697,167,125,"Sunday",2019,2019-07-01,27
"9138",2019-07-29,"Citywide","Respiratory",102,433,57,270,862,270,102,"Monday",2019,2019-07-01,28
"9145",2019-07-30,"Citywide","Respiratory",103,371,51,205,730,205,103,"Tuesday",2019,2019-07-01,29
"9152",2019-08-07,"Citywide","Respiratory",101,392,50,255,798,255,101,"Wednesday",2019,2019-07-01,37
"9159",2019-08-08,"Citywide","Respiratory",76,419,46,248,789,248,76,"Thursday",2019,2019-07-01,38
"9166",2019-08-09,"Citywide","Respiratory",97,365,50,207,719,207,97,"Friday",2019,2019-07-01,39
"9173",2019-08-10,"Citywide","Respiratory",102,322,59,182,665,182,102,"Saturday",2019,2019-07-01,40
"9180",2019-08-11,"Citywide","Respiratory",91,337,46,207,681,207,91,"Sunday",2019,2019-07-01,41
"9187",2019-08-12,"Citywide","Respiratory",96,469,50,252,867,252,96,"Monday",2019,2019-07-01,42
"9194",2019-08-13,"Citywide","Respiratory",126,447,57,264,894,264,126,"Tuesday",2019,2019-07-01,43
"9201",2019-08-14,"Citywide","Respiratory",99,429,59,251,838,251,99,"Wednesday",2019,2019-07-01,44
"9208",2019-08-15,"Citywide","Respiratory",98,392,52,219,761,219,98,"Thursday",2019,2019-07-01,45
"9215",2019-08-16,"Citywide","Respiratory",103,426,47,210,786,210,103,"Friday",2019,2019-07-01,46
"9222",2019-08-17,"Citywide","Respiratory",97,355,44,219,715,219,97,"Saturday",2019,2019-07-01,47
"9229",2019-08-18,"Citywide","Respiratory",103,373,44,188,708,188,103,"Sunday",2019,2019-07-01,48
"9236",2019-08-19,"Citywide","Respiratory",99,468,56,275,898,275,99,"Monday",2019,2019-07-01,49
"9243",2019-08-20,"Citywide","Respiratory",93,473,42,255,863,255,93,"Tuesday",2019,2019-07-01,50
"9250",2019-08-21,"Citywide","Respiratory",91,438,38,232,799,232,91,"Wednesday",2019,2019-07-01,51
"9257",2019-08-22,"Citywide","Respiratory",104,420,52,232,808,232,104,"Thursday",2019,2019-07-01,52
"9264",2019-08-23,"Citywide","Respiratory",101,395,40,219,755,219,101,"Friday",2019,2019-07-01,53
"9271",2019-08-24,"Citywide","Respiratory",122,384,50,201,757,201,122,"Saturday",2019,2019-07-01,54
"9278",2019-08-25,"Citywide","Respiratory",133,398,42,198,771,198,133,"Sunday",2019,2019-07-01,55
"9285",2019-08-26,"Citywide","Respiratory",124,532,50,235,941,235,124,"Monday",2019,2019-07-01,56
"9292",2019-08-27,"Citywide","Respiratory",91,470,65,252,878,252,91,"Tuesday",2019,2019-07-01,57
"9299",2019-08-28,"Citywide","Respiratory",115,445,51,222,833,222,115,"Wednesday",2019,2019-07-01,58
"9306",2019-08-29,"Citywide","Respiratory",95,403,45,244,787,244,95,"Thursday",2019,2019-07-01,59
"9313",2019-08-30,"Citywide","Respiratory",101,435,55,223,814,223,101,"Friday",2019,2019-07-01,60
"9320",2019-08-31,"Citywide","Respiratory",132,391,53,205,781,205,132,"Saturday",2019,2019-07-01,61
"9327",2019-09-01,"Citywide","Respiratory",114,393,60,187,754,187,114,"Sunday",2019,2019-07-01,62
"9334",2019-09-02,"Citywide","Respiratory",141,437,63,213,854,213,141,"Monday",2019,2019-07-01,63
"9341",2019-09-03,"Citywide","Respiratory",122,566,56,259,1003,259,122,"Tuesday",2019,2019-07-01,64
"9348",2019-09-04,"Citywide","Respiratory",98,496,56,250,900,250,98,"Wednesday",2019,2019-07-01,65
"9355",2019-09-05,"Citywide","Respiratory",124,431,53,244,852,244,124,"Thursday",2019,2019-07-01,66
"9362",2019-09-06,"Citywide","Respiratory",87,471,56,251,865,251,87,"Friday",2019,2019-07-01,67
"9369",2019-09-07,"Citywide","Respiratory",108,451,63,189,811,189,108,"Saturday",2019,2019-07-01,68
"9376",2019-09-08,"Citywide","Respiratory",126,420,81,198,825,198,126,"Sunday",2019,2019-07-01,69
"9383",2019-09-09,"Citywide","Respiratory",138,523,101,291,1053,291,138,"Monday",2019,2019-07-01,70
"9390",2019-09-10,"Citywide","Respiratory",130,489,107,247,973,247,130,"Tuesday",2019,2019-07-01,71
"9397",2019-09-11,"Citywide","Respiratory",118,511,93,234,956,234,118,"Wednesday",2019,2019-07-01,72
"9404",2019-09-12,"Citywide","Respiratory",160,488,102,241,991,241,160,"Thursday",2019,2019-07-01,73
"9411",2019-09-13,"Citywide","Respiratory",139,439,98,222,898,222,139,"Friday",2019,2019-07-01,74
"9418",2019-09-14,"Citywide","Respiratory",172,436,101,205,914,205,172,"Saturday",2019,2019-07-01,75
"9425",2019-09-15,"Citywide","Respiratory",207,451,153,198,1009,198,207,"Sunday",2019,2019-07-01,76
"9432",2019-09-16,"Citywide","Respiratory",232,578,209,285,1304,285,232,"Monday",2019,2019-07-01,77
"9439",2019-09-17,"Citywide","Respiratory",240,534,188,249,1211,249,240,"Tuesday",2019,2019-07-01,78
"9446",2019-09-18,"Citywide","Respiratory",219,575,150,235,1179,235,219,"Wednesday",2019,2019-07-01,79
"9453",2019-09-19,"Citywide","Respiratory",221,526,163,259,1169,259,221,"Thursday",2019,2019-07-01,80
"9460",2019-09-20,"Citywide","Respiratory",210,570,162,256,1198,256,210,"Friday",2019,2019-07-01,81
"9467",2019-09-21,"Citywide","Respiratory",217,447,130,250,1044,250,217,"Saturday",2019,2019-07-01,82
"9474",2019-09-22,"Citywide","Respiratory",267,473,173,244,1157,244,267,"Sunday",2019,2019-07-01,83
"9481",2019-09-23,"Citywide","Respiratory",250,667,232,330,1479,330,250,"Monday",2019,2019-07-01,84
"9488",2019-09-24,"Citywide","Respiratory",234,573,177,288,1272,288,234,"Tuesday",2019,2019-07-01,85
"9495",2019-09-25,"Citywide","Respiratory",220,574,136,282,1212,282,220,"Wednesday",2019,2019-07-01,86
"9502",2019-09-26,"Citywide","Respiratory",218,619,135,262,1234,262,218,"Thursday",2019,2019-07-01,87
"9509",2019-09-27,"Citywide","Respiratory",184,503,100,259,1046,259,184,"Friday",2019,2019-07-01,88
"9516",2019-09-28,"Citywide","Respiratory",230,464,102,259,1055,259,230,"Saturday",2019,2019-07-01,89
"9523",2019-09-29,"Citywide","Respiratory",230,458,87,250,1025,250,230,"Sunday",2019,2019-07-01,90
"9530",2019-09-30,"Citywide","Respiratory",239,570,106,285,1200,285,239,"Monday",2019,2019-07-01,91
"9537",2019-10-01,"Citywide","Respiratory",221,564,124,265,1174,265,221,"Tuesday",2019,2019-07-01,92
"9544",2019-10-02,"Citywide","Respiratory",172,580,102,250,1104,250,172,"Wednesday",2019,2019-07-01,93
"9551",2019-10-03,"Citywide","Respiratory",155,468,101,220,944,220,155,"Thursday",2019,2019-07-01,94
"9558",2019-10-04,"Citywide","Respiratory",160,476,82,268,986,268,160,"Friday",2019,2019-07-01,95
"9565",2019-10-05,"Citywide","Respiratory",190,451,61,196,898,196,190,"Saturday",2019,2019-07-01,96
"9572",2019-10-06,"Citywide","Respiratory",200,465,85,207,957,207,200,"Sunday",2019,2019-07-01,97
"9579",2019-10-07,"Citywide","Respiratory",210,631,127,284,1252,284,210,"Monday",2019,2019-07-01,98
"9586",2019-10-08,"Citywide","Respiratory",191,554,91,287,1123,287,191,"Tuesday",2019,2019-07-01,99
"9593",2019-10-09,"Citywide","Respiratory",161,469,88,241,959,241,161,"Wednesday",2019,2019-07-01,100
"9600",2019-10-10,"Citywide","Respiratory",176,517,97,236,1026,236,176,"Thursday",2019,2019-07-01,101
"9607",2019-10-11,"Citywide","Respiratory",178,505,67,271,1021,271,178,"Friday",2019,2019-07-01,102
"9614",2019-10-12,"Citywide","Respiratory",175,452,84,227,938,227,175,"Saturday",2019,2019-07-01,103
"9621",2019-10-13,"Citywide","Respiratory",220,471,90,232,1013,232,220,"Sunday",2019,2019-07-01,104
"9628",2019-10-14,"Citywide","Respiratory",233,540,126,315,1214,315,233,"Monday",2019,2019-07-01,105
"9635",2019-10-15,"Citywide","Respiratory",230,563,139,270,1202,270,230,"Tuesday",2019,2019-07-01,106
"9642",2019-10-16,"Citywide","Respiratory",207,514,112,246,1079,246,207,"Wednesday",2019,2019-07-01,107
"9649",2019-10-17,"Citywide","Respiratory",175,543,93,249,1060,249,175,"Thursday",2019,2019-07-01,108
"9656",2019-10-18,"Citywide","Respiratory",206,514,87,307,1114,307,206,"Friday",2019,2019-07-01,109
"9663",2019-10-19,"Citywide","Respiratory",196,419,101,232,948,232,196,"Saturday",2019,2019-07-01,110
"9670",2019-10-20,"Citywide","Respiratory",204,401,84,232,921,232,204,"Sunday",2019,2019-07-01,111
"9677",2019-10-21,"Citywide","Respiratory",218,550,134,299,1201,299,218,"Monday",2019,2019-07-01,112
"9684",2019-10-22,"Citywide","Respiratory",217,548,121,293,1179,293,217,"Tuesday",2019,2019-07-01,113
"9691",2019-10-23,"Citywide","Respiratory",227,547,109,248,1131,248,227,"Wednesday",2019,2019-07-01,114
"9698",2019-10-24,"Citywide","Respiratory",191,478,109,278,1056,278,191,"Thursday",2019,2019-07-01,115
"9705",2019-10-25,"Citywide","Respiratory",198,514,119,291,1122,291,198,"Friday",2019,2019-07-01,116
"9712",2019-10-26,"Citywide","Respiratory",203,430,114,221,968,221,203,"Saturday",2019,2019-07-01,117
"9719",2019-10-27,"Citywide","Respiratory",202,447,108,205,962,205,202,"Sunday",2019,2019-07-01,118
"9726",2019-10-28,"Citywide","Respiratory",302,577,188,318,1385,318,302,"Monday",2019,2019-07-01,119
"9733",2019-10-29,"Citywide","Respiratory",239,552,151,239,1181,239,239,"Tuesday",2019,2019-07-01,120
"9740",2019-10-30,"Citywide","Respiratory",254,554,97,252,1157,252,254,"Wednesday",2019,2019-07-01,121
"9747",2019-10-31,"Citywide","Respiratory",204,456,100,255,1015,255,204,"Thursday",2019,2019-07-01,122
"9754",2019-11-01,"Citywide","Respiratory",225,468,90,240,1023,240,225,"Friday",2019,2019-07-01,123
"9761",2019-11-02,"Citywide","Respiratory",262,442,130,213,1047,213,262,"Saturday",2019,2019-07-01,124
"9768",2019-11-03,"Citywide","Respiratory",279,503,144,228,1154,228,279,"Sunday",2019,2019-07-01,125
"9775",2019-11-04,"Citywide","Respiratory",330,651,158,316,1455,316,330,"Monday",2019,2019-07-01,126
"9782",2019-11-05,"Citywide","Respiratory",280,543,126,295,1244,295,280,"Tuesday",2019,2019-07-01,127
"9789",2019-11-06,"Citywide","Respiratory",306,575,154,262,1297,262,306,"Wednesday",2019,2019-07-01,128
"9796",2019-11-07,"Citywide","Respiratory",284,502,145,247,1178,247,284,"Thursday",2019,2019-07-01,129
"9803",2019-11-08,"Citywide","Respiratory",268,520,110,244,1142,244,268,"Friday",2019,2019-07-01,130
"9810",2019-11-09,"Citywide","Respiratory",262,393,117,219,991,219,262,"Saturday",2019,2019-07-01,131
"9817",2019-11-10,"Citywide","Respiratory",313,459,153,196,1121,196,313,"Sunday",2019,2019-07-01,132
"9824",2019-11-11,"Citywide","Respiratory",375,617,163,316,1471,316,375,"Monday",2019,2019-07-01,133
"9831",2019-11-12,"Citywide","Respiratory",322,559,204,304,1389,304,322,"Tuesday",2019,2019-07-01,134
"9838",2019-11-13,"Citywide","Respiratory",299,576,151,230,1256,230,299,"Wednesday",2019,2019-07-01,135
"9845",2019-11-14,"Citywide","Respiratory",334,573,181,274,1362,274,334,"Thursday",2019,2019-07-01,136
"9852",2019-11-15,"Citywide","Respiratory",288,507,168,247,1210,247,288,"Friday",2019,2019-07-01,137
"9859",2019-11-16,"Citywide","Respiratory",317,451,137,200,1105,200,317,"Saturday",2019,2019-07-01,138
"9866",2019-11-17,"Citywide","Respiratory",310,458,152,209,1129,209,310,"Sunday",2019,2019-07-01,139
"9873",2019-11-18,"Citywide","Respiratory",359,654,218,337,1568,337,359,"Monday",2019,2019-07-01,140
"9880",2019-11-19,"Citywide","Respiratory",357,659,208,285,1509,285,357,"Tuesday",2019,2019-07-01,141
"9887",2019-11-20,"Citywide","Respiratory",334,574,189,270,1367,270,334,"Wednesday",2019,2019-07-01,142
"9894",2019-11-21,"Citywide","Respiratory",317,613,186,257,1373,257,317,"Thursday",2019,2019-07-01,143
"9901",2019-11-22,"Citywide","Respiratory",314,575,157,222,1268,222,314,"Friday",2019,2019-07-01,144
"9908",2019-11-23,"Citywide","Respiratory",337,474,141,235,1187,235,337,"Saturday",2019,2019-07-01,145
"9915",2019-11-24,"Citywide","Respiratory",352,515,205,248,1320,248,352,"Sunday",2019,2019-07-01,146
"9922",2019-11-25,"Citywide","Respiratory",479,630,227,291,1627,291,479,"Monday",2019,2019-07-01,147
"9929",2019-11-26,"Citywide","Respiratory",424,609,227,270,1530,270,424,"Tuesday",2019,2019-07-01,148
"9936",2019-11-27,"Citywide","Respiratory",362,563,138,258,1321,258,362,"Wednesday",2019,2019-07-01,149
"9943",2019-11-28,"Citywide","Respiratory",338,339,129,208,1014,208,338,"Thursday",2019,2019-07-01,150
"9950",2019-11-29,"Citywide","Respiratory",456,543,162,301,1462,301,456,"Friday",2019,2019-07-01,151
"9957",2019-11-30,"Citywide","Respiratory",410,579,175,295,1459,295,410,"Saturday",2019,2019-07-01,152
"9964",2019-12-01,"Citywide","Respiratory",394,496,179,226,1295,226,394,"Sunday",2019,2019-07-01,153
"9971",2019-12-02,"Citywide","Respiratory",415,704,245,285,1649,285,415,"Monday",2019,2019-07-01,154
"9978",2019-12-03,"Citywide","Respiratory",401,696,221,308,1626,308,401,"Tuesday",2019,2019-07-01,155
"9985",2019-12-04,"Citywide","Respiratory",397,704,221,295,1617,295,397,"Wednesday",2019,2019-07-01,156
"9992",2019-12-05,"Citywide","Respiratory",369,662,190,282,1503,282,369,"Thursday",2019,2019-07-01,157
"9999",2019-12-06,"Citywide","Respiratory",339,652,166,272,1429,272,339,"Friday",2019,2019-07-01,158
"10006",2019-12-07,"Citywide","Respiratory",366,565,143,233,1307,233,366,"Saturday",2019,2019-07-01,159
"10013",2019-12-08,"Citywide","Respiratory",422,552,193,267,1434,267,422,"Sunday",2019,2019-07-01,160
"10020",2019-12-09,"Citywide","Respiratory",420,816,264,354,1854,354,420,"Monday",2019,2019-07-01,161
"10027",2019-12-10,"Citywide","Respiratory",438,695,268,312,1713,312,438,"Tuesday",2019,2019-07-01,162
"10034",2019-12-11,"Citywide","Respiratory",357,701,257,292,1607,292,357,"Wednesday",2019,2019-07-01,163
"10041",2019-12-12,"Citywide","Respiratory",387,671,239,282,1579,282,387,"Thursday",2019,2019-07-01,164
"10048",2019-12-13,"Citywide","Respiratory",340,611,185,312,1448,312,340,"Friday",2019,2019-07-01,165
"10055",2019-12-14,"Citywide","Respiratory",378,622,214,294,1508,294,378,"Saturday",2019,2019-07-01,166
"10062",2019-12-15,"Citywide","Respiratory",447,609,251,269,1576,269,447,"Sunday",2019,2019-07-01,167
"10069",2019-12-16,"Citywide","Respiratory",436,782,333,355,1906,355,436,"Monday",2019,2019-07-01,168
"10076",2019-12-17,"Citywide","Respiratory",369,672,287,289,1617,289,369,"Tuesday",2019,2019-07-01,169
"10083",2019-12-18,"Citywide","Respiratory",362,664,267,297,1590,297,362,"Wednesday",2019,2019-07-01,170
"10090",2019-12-19,"Citywide","Respiratory",358,633,247,244,1482,244,358,"Thursday",2019,2019-07-01,171
"10097",2019-12-20,"Citywide","Respiratory",361,650,244,285,1540,285,361,"Friday",2019,2019-07-01,172
"10104",2019-12-21,"Citywide","Respiratory",417,619,253,250,1539,250,417,"Saturday",2019,2019-07-01,173
"10111",2019-12-22,"Citywide","Respiratory",399,695,305,254,1653,254,399,"Sunday",2019,2019-07-01,174
"10118",2019-12-23,"Citywide","Respiratory",398,842,309,372,1921,372,398,"Monday",2019,2019-07-01,175
"10125",2019-12-24,"Citywide","Respiratory",381,704,279,313,1677,313,381,"Tuesday",2019,2019-07-01,176
"10132",2019-12-25,"Citywide","Respiratory",427,750,326,271,1774,271,427,"Wednesday",2019,2019-07-01,177
"10139",2019-12-26,"Citywide","Respiratory",463,1111,348,449,2371,449,463,"Thursday",2019,2019-07-01,178
"10146",2019-12-27,"Citywide","Respiratory",482,1107,335,411,2335,411,482,"Friday",2019,2019-07-01,179
"10153",2019-12-28,"Citywide","Respiratory",498,929,265,332,2024,332,498,"Saturday",2019,2019-07-01,180
"10160",2019-12-29,"Citywide","Respiratory",498,1057,235,362,2152,362,498,"Sunday",2019,2019-07-01,181
"10167",2019-12-30,"Citywide","Respiratory",459,1098,238,429,2224,429,459,"Monday",2019,2019-07-01,182
"10174",2019-12-31,"Citywide","Respiratory",382,838,172,318,1710,318,382,"Tuesday",2019,2019-07-01,183
"10181",2020-01-29,"Citywide","Respiratory",187,1155,156,562,2060,562,187,"Wednesday",2019,2019-07-01,212
"10188",2020-01-30,"Citywide","Respiratory",313,946,373,301,1933,301,313,"Thursday",2019,2019-07-01,213
"10195",2020-01-31,"Citywide","Respiratory",318,971,298,324,1911,324,318,"Friday",2019,2019-07-01,214
"10202",2020-02-01,"Citywide","Respiratory",317,830,297,281,1725,281,317,"Saturday",2019,2019-07-01,215
"10209",2020-02-02,"Citywide","Respiratory",313,841,355,291,1800,291,313,"Sunday",2019,2019-07-01,216
"10216",2020-02-03,"Citywide","Respiratory",362,1039,460,407,2268,407,362,"Monday",2019,2019-07-01,217
"10223",2020-02-04,"Citywide","Respiratory",322,993,437,361,2113,361,322,"Tuesday",2019,2019-07-01,218
"10230",2020-02-05,"Citywide","Respiratory",327,961,356,308,1952,308,327,"Wednesday",2019,2019-07-01,219
"10237",2020-02-06,"Citywide","Respiratory",271,901,300,295,1767,295,271,"Thursday",2019,2019-07-01,220
"10244",2020-02-07,"Citywide","Respiratory",278,824,269,341,1712,341,278,"Friday",2019,2019-07-01,221
"10251",2020-02-08,"Citywide","Respiratory",259,751,234,262,1506,262,259,"Saturday",2019,2019-07-01,222
"10258",2020-02-09,"Citywide","Respiratory",289,718,334,265,1606,265,289,"Sunday",2019,2019-07-01,223
"10265",2020-02-10,"Citywide","Respiratory",324,934,349,318,1925,318,324,"Monday",2019,2019-07-01,224
"10272",2020-02-11,"Citywide","Respiratory",287,891,325,335,1838,335,287,"Tuesday",2019,2019-07-01,225
"10279",2020-02-12,"Citywide","Respiratory",279,763,285,307,1634,307,279,"Wednesday",2019,2019-07-01,226
"10286",2020-02-13,"Citywide","Respiratory",254,779,207,284,1524,284,254,"Thursday",2019,2019-07-01,227
"10293",2020-02-14,"Citywide","Respiratory",197,687,176,265,1325,265,197,"Friday",2019,2019-07-01,228
"10300",2020-02-15,"Citywide","Respiratory",239,605,164,257,1265,257,239,"Saturday",2019,2019-07-01,229
"10307",2020-02-16,"Citywide","Respiratory",246,640,191,249,1326,249,246,"Sunday",2019,2019-07-01,230
"10314",2020-02-17,"Citywide","Respiratory",342,760,221,341,1664,341,342,"Monday",2019,2019-07-01,231
"10321",2020-02-18,"Citywide","Respiratory",265,756,170,354,1545,354,265,"Tuesday",2019,2019-07-01,232
"10328",2020-02-19,"Citywide","Respiratory",230,720,163,305,1418,305,230,"Wednesday",2019,2019-07-01,233
"10335",2020-02-20,"Citywide","Respiratory",230,664,144,277,1315,277,230,"Thursday",2019,2019-07-01,234
"10342",2020-02-21,"Citywide","Respiratory",227,685,135,276,1323,276,227,"Friday",2019,2019-07-01,235
"10349",2020-02-22,"Citywide","Respiratory",215,598,130,243,1186,243,215,"Saturday",2019,2019-07-01,236
"10356",2020-02-23,"Citywide","Respiratory",226,623,106,248,1203,248,226,"Sunday",2019,2019-07-01,237
"10363",2020-02-24,"Citywide","Respiratory",257,787,146,363,1553,363,257,"Monday",2019,2019-07-01,238
"10370",2020-02-25,"Citywide","Respiratory",226,787,124,349,1486,349,226,"Tuesday",2019,2019-07-01,239
"10377",2020-02-26,"Citywide","Respiratory",226,753,135,321,1435,321,226,"Wednesday",2019,2019-07-01,240
"10384",2020-02-27,"Citywide","Respiratory",194,703,118,327,1342,327,194,"Thursday",2019,2019-07-01,241
"10391",2020-02-28,"Citywide","Respiratory",210,710,115,268,1303,268,210,"Friday",2019,2019-07-01,242
"10398",2020-02-29,"Citywide","Respiratory",210,641,106,231,1188,231,210,"Saturday",2019,2019-07-01,243
"10405",2020-03-01,"Citywide","Respiratory",239,599,117,253,1208,253,239,"Sunday",2019,2019-07-01,244
"10412",2020-03-02,"Citywide","Respiratory",275,848,215,363,1701,363,275,"Monday",2019,2019-07-01,245
"10419",2020-03-03,"Citywide","Respiratory",227,839,204,319,1589,319,227,"Tuesday",2019,2019-07-01,246
"10426",2020-03-04,"Citywide","Respiratory",208,853,207,287,1555,287,208,"Wednesday",2019,2019-07-01,247
